title,city,country,apartment_type,district,guests,bedrooms,beds,baths,amenities,price,rating,reviews,is_superhost,listing_url,image_url
Large private room in Clapham Old Town near tube,London,United Kingdom,Private room,LB of Lambeth,1,1,1,1.5 shared baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",27,4.76,49,TRUE,https://www.airbnb.com/rooms/40794266?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/9e5cc87e-087d-40f4-ac09-5efbcf210781.jpg?im_w=720
Comfy Double En-Suite Room in Central London,London,United Kingdom,Private room,Pimlico,2,1,1,,"['Hosted by a business', 'Wifi', 'Kitchen', 'Heating']",52,,,FALSE,https://www.airbnb.com/rooms/48958986?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/98f2a772-9fd7-4df6-881d-894c3cc48969.jpg?im_w=720
The Muse Haus II - Balcony Room,London,United Kingdom,Private room,LB of Hammersmith & Fulham,2,1,2,1.5 baths,"['Wifi', 'Kitchen', 'Heating']",65,4.7,539,FALSE,https://www.airbnb.com/rooms/2647075?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/miso/Hosting-2647075/original/1978c2a9-9dbc-4e3b-8151-0a0912a1c0ae.png?im_w=720
Large Bedroom in Thames Riverside Apt Battersea,London,United Kingdom,Private room,Battersea,2,1,1,2 baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",85,,,FALSE,https://www.airbnb.com/rooms/49106684?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/54c49e1b-eeed-45b8-a647-2d92cbd8dffd.jpg?im_w=720
1 BED STUDIO IN SPITALFIELDS,London,United Kingdom,Entire apartment,Whitechapel/Brick Lane,1,1,1,,"['Wifi', 'Kitchen', 'Washer', 'Heating']",119,,,FALSE,https://www.airbnb.com/rooms/48602232?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/2d2eaf91-d9f7-419e-bc27-c86be0683a67.jpg?im_w=720
"Superb apartment, Berwick Street III by LOVELYDAYS",London,United Kingdom,Entire apartment,The West End,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",204,4.86,7,FALSE,https://www.airbnb.com/rooms/37985583?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/a557ca86-7824-4f41-8bc4-0b68f69e6ef3.jpg?im_w=720
*Must See*Modern Fresh Apt with 3tube lines at Z2,London,United Kingdom,Entire apartment,LB of Hammersmith & Fulham,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",118,4.44,18,FALSE,https://www.airbnb.com/rooms/31422498?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/ebc8054d-4d83-4eeb-afcb-8c3ceec9731c.jpg?im_w=720
Upmarket Tower of London Studio,London,United Kingdom,Entire apartment,City of London,3,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",103,4.47,86,FALSE,https://www.airbnb.com/rooms/12820614?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/68b4ac86-568a-44cc-ab54-468ac33a7a36.jpg?im_w=720
"Clean, quiet and lovely double bed",London,United Kingdom,Private room,LB of Southwark,2,1,1,1 shared bath,"['Wifi', 'Washer', 'Heating']",27,4.81,26,FALSE,https://www.airbnb.com/rooms/45497979?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/91210d75-2525-4b71-b100-30fd7b98299f.jpg?im_w=720
Private Room in Fantastic Shared Loft,London,United Kingdom,Private room,Nunhead,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",86,5,7,TRUE,https://www.airbnb.com/rooms/44084619?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/55f0a90f-5294-4ee4-9e67-6a324a0d5636.jpg?im_w=720
HB2-1 Double Room in the Heart of Brick Lane,London,United Kingdom,Private room,Whitechapel/Brick Lane,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",44,4.19,110,FALSE,https://www.airbnb.com/rooms/21424695?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/71af3b06-3edf-42c0-9698-2ad48540d61d.jpg?im_w=720
MODERN FLAT 1st Rating NEAR CENTER,London,United Kingdom,Entire apartment,Rotherhithe,4,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",114,4.65,221,TRUE,https://www.airbnb.com/rooms/1548874?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/66819978/80d9f520_original.jpg?im_w=720
"Hidden gem in Kensington, Central London",London,United Kingdom,Entire apartment,RB of Kensington and Chelsea,4,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",189,4.94,109,TRUE,https://www.airbnb.com/rooms/20104023?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/304722cd-2938-4cd0-a923-2ea30377ad2c.jpg?im_w=720
Spacious Classy Portobello Apartment,London,United Kingdom,Entire apartment,RB of Kensington and Chelsea,3,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",210,4.61,81,FALSE,https://www.airbnb.com/rooms/7019406?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=41aba75c-bfe0-449e-88ab-c635325c415a,https://a0.muscache.com/im/pictures/082d9171-c60e-43f9-96a4-35911f982b69.jpg?im_w=720
Drury lane: a wonderful base to explore the city,London,United Kingdom,Entire apartment,The West End,4,2,4,2 baths,"['Wifi', 'Kitchen', 'Heating']",309,,,FALSE,https://www.airbnb.com/rooms/45883944?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/miso/Hosting-45883944/original/04a3c869-2843-4823-bdae-ae04f094c2bf.jpeg?im_w=720
Luxurious Penthouse w/ Stunning Views ExCel O2 LCY,London,United Kingdom,Entire condominium,LB of Newham,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",229,4.96,95,TRUE,https://www.airbnb.com/rooms/42023757?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/pro_photo_tool/Hosting-42023757-unapproved/original/8e6f50d5-5c62-43e7-bdff-aa61594044e8.JPEG?im_w=720
Francis Drake Home,London,United Kingdom,Entire apartment,Greenwich,5,2,2,1.5 baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",81,4.51,35,FALSE,https://www.airbnb.com/rooms/35436660?adults=1&children=0&infants=0&check_in=2021-06-25&check_out=2021-06-27&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/miso/Hosting-35436660/original/5781f8d7-20c0-491d-b217-ef2034ea5de1.jpeg?im_w=720
Sonder at Chelsea Green | King Room Near Partridges,London,United Kingdom,Room,boutique hotel,2,1,1,1 bath,"['Wifi', 'Heating']",115,4.94,16,FALSE,https://www.airbnb.com/rooms/44136415?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/1949c7ad-b378-42cc-b77e-3ac175fbf8d7.jpg?im_w=720
Club White Vauxhall One Bedroom Apartment,London,United Kingdom,Entire apartment,Nine Elms,3,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",171,,,FALSE,https://www.airbnb.com/rooms/49377399?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/8c221ac7-89cd-4be2-bc06-43e031c2ee76.jpg?im_w=720
"The Chamberlin, Farringdon",London,United Kingdom,Entire apartment,City of London,3,Studio,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",119,4.76,17,FALSE,https://www.airbnb.com/rooms/46672728?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/miso/Hosting-46672728/original/58db2c16-e74f-4e1e-9934-2ddb96d250f7.jpeg?im_w=720
Cosy family friendly home in city road London,London,United Kingdom,Entire house,LB of Hackney,4,2,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",85,,,FALSE,https://www.airbnb.com/rooms/49244457?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/41ce0b17-1d91-4ec1-9d4f-3493131ab6e5.jpg?im_w=720
Double room + bathroom in central Crouchend,London,United Kingdom,Private room,LB of Haringey,2,1,1,1 private bath,"['Wifi', 'Heating']",73,,,FALSE,https://www.airbnb.com/rooms/49367649?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/3c02011a-7d4f-4b3b-b7c3-aa784a21b840.jpg?im_w=720
Beautiful Notting Hill Gate Studio,London,United Kingdom,Entire apartment,RB of Kensington and Chelsea,4,Studio,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",129,4.32,305,FALSE,https://www.airbnb.com/rooms/14628902?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/98fa63ed-5ebc-4320-a016-f9ff39bee43e.jpg?im_w=720
HB3-1 Double Room in the Heart of Brick Lane,London,United Kingdom,Private room,Whitechapel/Brick Lane,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",45,4.41,69,FALSE,https://www.airbnb.com/rooms/27898114?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/8dc8304b-92a5-4982-a787-80ff8df9425c.jpg?im_w=720
Shoreditch / Bricklane Room 3 (Liverpool St Zone1),London,United Kingdom,Private room,Whitechapel/Brick Lane,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",47,4.21,58,FALSE,https://www.airbnb.com/rooms/37897564?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/641c78e7-65a4-4aad-999b-ee8d9f315748.jpg?im_w=720
One Bedroom Apartment at The Cannon,London,United Kingdom,Entire apartment,City of London,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",136,4.7,60,FALSE,https://www.airbnb.com/rooms/37386109?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/17b56cbe-9109-4072-b315-239ba7092fe4.jpg?im_w=720
Stroll to Hyde Park from a Bright and Elegant Paddington Mews Apartment,London,United Kingdom,Entire apartment,City of Westminster,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",219,4.97,108,TRUE,https://www.airbnb.com/rooms/plus/12801637?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/5b9a2118-1f57-4343-ac09-093cc5dea0a0.jpg?im_w=720
Beautiful one bedroom flat with private balcony,London,United Kingdom,Entire apartment,LB of Hammersmith & Fulham,4,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",158,5,25,TRUE,https://www.airbnb.com/rooms/35487052?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/78e2c55e-6511-4241-9271-010af5fab1a7.jpg?im_w=720
FRI-2 - Fabulous Large SOHO apartment,London,United Kingdom,Entire apartment,The West End,4,Studio,2,1 bath,"['Wifi', 'Kitchen', 'Heating']",167,4.55,87,FALSE,https://www.airbnb.com/rooms/17469637?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/2c17a6f1-6e49-468b-a4f7-4b488e2ab0da.jpg?im_w=720
Cool & Modern Kings Cross Apt (OM3),London,United Kingdom,Entire apartment,London,4,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",148,4.5,117,FALSE,https://www.airbnb.com/rooms/11218612?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/0dc1f1f3-4494-48a8-9eb6-87cb78246e16.jpg?im_w=720
Studio apartment in central London,London,United Kingdom,Entire serviced apartment,LB of Islington,2,1,1,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",67,4.56,18,FALSE,https://www.airbnb.com/rooms/45481101?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/6757ff00-c58e-447b-b835-fcb9c282ef6c.jpg?im_w=720
Fresh & Clean In Crystal Palace! (NB:Ladies only),London,United Kingdom,Private room,LB of Bromley,1,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",40,4.94,34,TRUE,https://www.airbnb.com/rooms/16091536?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/46ad7a25-8e13-4b86-b1c5-7e07cb7b27b3.jpg?im_w=720
(G3) Spacious En-suite private rooms located in E1,London,United Kingdom,Private room,Whitechapel/Brick Lane,1,1,1,1 private bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",41,5,7,TRUE,https://www.airbnb.com/rooms/45823252?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/213de172-53dc-44f7-b23b-f4906b7b62c5.jpg?im_w=720
Welcome to London,London,United Kingdom,Private room,Battersea,2,1,1,,"['Wifi', 'Kitchen', 'Heating']",38,5,7,FALSE,https://www.airbnb.com/rooms/42744204?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=b85d0995-1315-4a4c-a536-35f8ea12b41d,https://a0.muscache.com/im/pictures/79e679d6-4277-4955-abdf-867a8e4a3452.jpg?im_w=720
Lush Room in Stylish new flat,London,United Kingdom,Private room,Bromley-by-Bow,2,1,0,1.5 shared baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",37,,,FALSE,https://www.airbnb.com/rooms/40515050?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=90c7e6bf-a7d4-440e-b707-5d0fd52049ac,https://a0.muscache.com/im/pictures/6b9990ad-8571-4d89-9018-b706d9d8d73b.jpg?im_w=720
Riverside apartment with award-winning garden,London,United Kingdom,Private room,Chelsea,1,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",68,4.92,162,TRUE,https://www.airbnb.com/rooms/21354856?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=90c7e6bf-a7d4-440e-b707-5d0fd52049ac,https://a0.muscache.com/im/pictures/1f38f068-a3bc-4160-ba51-798af82948a0.jpg?im_w=720
New and modern studio in the heart of Earl's Court,London,United Kingdom,Entire apartment,Earls Court,2,Studio,0,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",113,4.75,8,FALSE,https://www.airbnb.com/rooms/43183887?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=90c7e6bf-a7d4-440e-b707-5d0fd52049ac,https://a0.muscache.com/im/pictures/cba5793e-1b08-475c-90db-428b666cd8a7.jpg?im_w=720
Modern 1BD Flat Shoreditch near the City Centre,London,United Kingdom,Entire apartment,Bethnal Green,4,1,2,1 bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",129,,,FALSE,https://www.airbnb.com/rooms/49093806?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=90c7e6bf-a7d4-440e-b707-5d0fd52049ac,https://a0.muscache.com/im/pictures/miso/Hosting-49093806/original/59d1c52c-945e-46db-a5df-197c1f63db67.jpeg?im_w=720
Perfect place to enjoy London!!!,London,United Kingdom,Private room,Rotherhithe,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",34,4.38,195,FALSE,https://www.airbnb.com/rooms/13970399?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=90c7e6bf-a7d4-440e-b707-5d0fd52049ac,https://a0.muscache.com/im/pictures/d343db4a-7fb4-4c7a-bc2a-cbabab64ff56.jpg?im_w=720
Stylish Mezzanine Flat in the heart of East London,London,United Kingdom,Entire apartment,LB of Hackney,2,1,1,,"['Wifi', 'Kitchen', 'Washer', 'Heating']",132,,,TRUE,https://www.airbnb.com/rooms/49067386?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=90c7e6bf-a7d4-440e-b707-5d0fd52049ac,https://a0.muscache.com/im/pictures/miso/Hosting-49067386/original/9b60bc2c-23a2-4dae-a7ac-8c22b5e86096.jpeg?im_w=720
Exec Studio with Kitchenette in Central London,London,United Kingdom,Entire apartment,LB of Tower Hamlets,2,1,1,1 bath,"['Wifi', 'Heating']",160,,,TRUE,https://www.airbnb.com/rooms/49331990?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=90c7e6bf-a7d4-440e-b707-5d0fd52049ac,https://a0.muscache.com/im/pictures/miso/Hosting-46368632/original/548e8cf9-4552-4d83-8239-a42e0a8d98c9.jpeg?im_w=720
1- Double Room Next To Waterloo Station,London,United Kingdom,Private room,LB of Lambeth,2,1,1,1 shared bath,"['Wifi', 'Kitchen', 'Washer', 'Heating']",42,,,FALSE,https://www.airbnb.com/rooms/48370957?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=90c7e6bf-a7d4-440e-b707-5d0fd52049ac,https://a0.muscache.com/im/pictures/miso/Hosting-48370957/original/03430b03-ac49-4eb5-b650-78e675286eb4.jpeg?im_w=720
Private room in Dalston sleeps 3,London,United Kingdom,Private room,LB of Hackney,3,1,2,1.5 shared baths,"['Wifi', 'Kitchen', 'Washer', 'Heating']",31,4.94,35,TRUE,https://www.airbnb.com/rooms/37427933?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=90c7e6bf-a7d4-440e-b707-5d0fd52049ac,https://a0.muscache.com/im/pictures/d074dca0-a751-487f-a4e9-2ed8c7ef94f7.jpg?im_w=720
