title,city,country,apartment_type,district,guests,bedrooms,beds,baths,amenities,price,rating,reviews,is_superhost,listing_url,image_url
Cozy Traku str. Apartment 1 BDR,Vilnius,Lithuania,Entire apartment,Vilnius,3,1,2,1 bath,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",52,5,11,TRUE,https://www.airbnb.com/rooms/46867385?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=60bf2106-7b7c-449c-ac5e-d7fa78850d8a,https://a0.muscache.com/im/pictures/2462a380-4860-4c3c-a01c-935cf8cb414a.jpg?im_w=720
Apartment in Vilnius with SPA Jacuzzi and sauna,Vilnius,Lithuania,Entire apartment,Vilnius,4,1,2,1 bath,"['Kitchen', 'Wifi', 'Free parking']",38,4.79,14,FALSE,https://www.airbnb.com/rooms/15419651?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=60bf2106-7b7c-449c-ac5e-d7fa78850d8a,https://a0.muscache.com/im/pictures/ca0d6423-c04a-4558-bb6b-4392d98beaaa.jpg?im_w=720
Spacious Provence old town 2bdr apt w parking P365,Vilnius,Lithuania,Entire apartment,Vilnius,6,2,6,1 bath,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",123,4.85,59,FALSE,https://www.airbnb.com/rooms/35005265?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=60bf2106-7b7c-449c-ac5e-d7fa78850d8a,https://a0.muscache.com/im/pictures/f37c689a-2216-49f2-890e-79fa298cfe86.jpg?im_w=720
Vilnius Cozy Apartment,Vilnius,Lithuania,Entire apartment,Vilnius,4,1,2,1 bath,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",32,4.9,246,TRUE,https://www.airbnb.com/rooms/25365263?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=60bf2106-7b7c-449c-ac5e-d7fa78850d8a,https://a0.muscache.com/im/pictures/866e2792-aa77-4986-b5bd-f81177559b68.jpg?im_w=720
River Studio with Parking No. 1,Vilnius,Lithuania,Entire apartment,Vilnius,4,Studio,1,1 bath,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",42,5,8,TRUE,https://www.airbnb.com/rooms/48078206?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=60bf2106-7b7c-449c-ac5e-d7fa78850d8a,https://a0.muscache.com/im/pictures/092e910d-ac08-4d48-8031-0d5410f1d7a9.jpg?im_w=720
Уютная современная квартира на Гедрайчу ул.,Vilnius,Lithuania,Entire apartment,Vilnius,4,1,2,1 bath,"['Kitchen', 'Wifi', 'Free parking']",37,4.87,30,FALSE,https://www.airbnb.com/rooms/31629125?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/15f6d40b-ed17-4cd7-9311-c308fc8388fd.jpg?im_w=720
"Spacious apartment, private terrace, amazing view!",Vilnius,Lithuania,Entire apartment,Vilnius,4,1,1,1.5 baths,"['Kitchen', 'Wifi', 'Free parking']",51,4.79,200,FALSE,https://www.airbnb.com/rooms/13056478?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/4f5dcef6-505d-42a4-9c1d-105d3f12a808.jpg?im_w=720
City Studio 1B in a Great Location,Vilnius,Lithuania,Entire apartment,Vilnius,2,Studio,1,1 bath,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",38,4.88,33,TRUE,https://www.airbnb.com/rooms/29797242?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/f9cb5f27-0203-4300-8dc1-314447e4dd1c.jpg?im_w=720
Cosy apartment at Vilnius old town,Vilnius,Lithuania,Entire apartment,Vilnius,3,Studio,2,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",41,4.91,58,TRUE,https://www.airbnb.com/rooms/36416479?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/pro_photo_tool/Hosting-36416479-unapproved/original/70c227b8-c2b7-497e-8c3d-a9d4eac70c5e.JPEG?im_w=720
Cozy studio in most popular district among locals,Vilnius,Lithuania,Entire condominium,Vilnius,2,Studio,1,1 bath,"['Kitchen', 'Free parking']",24,4.6,67,FALSE,https://www.airbnb.com/rooms/26825172?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/a3b3ea6f-ab60-4019-bd8d-3ba994f933d2.jpg?im_w=720
Stroll to the Medieval Old Town From a Contemporary Loft,Vilnius,Lithuania,Entire apartment,Vilnius,2,1,2,1 bath,"['Kitchen', 'Wifi', 'Free parking']",82,4.99,75,TRUE,https://www.airbnb.com/rooms/plus/32328177?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/20ea97a0-f246-44d6-b2bc-dfa0705f4696.jpg?im_w=720
Gyneju apartments 2,Vilnius,Lithuania,Room,serviced apartment,2,Studio,1,1 private bath,"['Kitchen', 'Wifi']",25,4.65,52,FALSE,https://www.airbnb.com/rooms/28985641?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/f967578a-311b-4a51-92ff-9321a835533e.jpg?im_w=720
VILNIUS OLD TOWN TOTORIU STR. APARTMENTS,Vilnius,Lithuania,Entire apartment,Vilnius,4,Studio,2,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",44,4.85,128,TRUE,https://www.airbnb.com/rooms/18172890?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/068359ca-7dff-4d0d-a67e-d30f3f5b58ad.jpg?im_w=720
River Studio with Parking No. 3,Vilnius,Lithuania,Entire apartment,Vilnius,4,Studio,1,1 bath,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",41,,,FALSE,https://www.airbnb.com/rooms/49171457?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/a44230a8-66ac-4255-9e94-0debd6c1ee74.jpg?im_w=720
"Happy Inn, Minimalist Urban Studio Apartment, Self chek-in",Vilnius,Lithuania,Entire apartment,Vilnius,3,1,2,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",49,5,18,TRUE,https://www.airbnb.com/rooms/plus/33798594?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/monet/Select-33798594/original/52a8d831-80be-4c6c-85f5-dd5fba0b437f?im_w=720
Sunny apartment in a city center,Vilnius,Lithuania,Entire apartment,Vilnius,4,1,2,1 bath,"['Kitchen', 'Wifi', 'Free parking']",47,4.94,33,TRUE,https://www.airbnb.com/rooms/18362682?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/d2c6e68b-a717-479a-91f9-e8e9bda3ed13.jpg?im_w=720
Medieval House Užupis Angel,Vilnius,Lithuania,Entire apartment,Vilnius,9,2,9,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",18,4.35,258,FALSE,https://www.airbnb.com/rooms/1921779?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/11074ea2-b400-49d0-ab42-3955f8f9a3c5.jpg?im_w=720
Dreamy Blue Artist's Studio Apartment,Vilnius,Lithuania,Entire apartment,Vilnius,3,Studio,1,1 bath,"['Kitchen', 'Wifi']",30,4.93,72,TRUE,https://www.airbnb.com/rooms/34732607?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/0a9309f5-ca7a-4f67-b00b-dc6bcacfe901.jpg?im_w=720
Penthouse Apartment with Great Panoramic City View,Vilnius,Lithuania,Entire apartment,Vilnius,4,1,2,1 bath,"['Kitchen', 'Wifi', 'Free parking']",45,4.92,214,TRUE,https://www.airbnb.com/rooms/15611936?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/635c45d7-fba3-4e67-8d7f-59ac1db977f1.jpg?im_w=720
Cozy Boutique Apartments - CBA,Vilnius,Lithuania,Entire apartment,Vilnius,3,2,1,1.5 baths,"['Kitchen', 'Wifi']",34,4.79,156,TRUE,https://www.airbnb.com/rooms/4360519?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/73075255/926f94fa_original.jpg?im_w=720
"Happy Inn Classical style, self chech-in, Parking",Vilnius,Lithuania,Entire apartment,Vilnius,4,1,2,2 baths,"['Kitchen', 'Wifi', 'Self check-in']",54,5,9,TRUE,https://www.airbnb.com/rooms/46846333?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/9cde8dbc-9e4f-4431-8c81-ffe9c337302b.jpg?im_w=720
AMAZING CITY VIEWS MODERN APARTMENT.,Vilnius,Lithuania,Entire apartment,Vilnius,4,2,2,1 bath,"['Kitchen', 'Self check-in']",62,,,FALSE,https://www.airbnb.com/rooms/49353762?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/miso/Hosting-46527836/original/47d05a7c-11d0-45b5-b392-3cf3aa02c3ec.jpeg?im_w=720
Cozy apartment in the Old Town 1,Vilnius,Lithuania,Entire apartment,Vilnius,4,1,1,1 bath,"['Kitchen', 'Wifi', 'Free parking']",48,4.86,175,TRUE,https://www.airbnb.com/rooms/22354632?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/d5b10b22-2290-41a5-9a75-d83c2876c13a.jpg?im_w=720
Ramuma,Vilnius,Lithuania,Entire apartment,Vilnius,6,2,3,1.5 baths,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",47,4.98,48,TRUE,https://www.airbnb.com/rooms/13944580?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/e15b5dcd-fd97-41d0-87da-37ceb534ef47.jpg?im_w=720
Apartment in Vilnius surrounded by nature,Vilnius,Lithuania,Entire apartment,Vilnius,2,1,1,1 bath,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",26,5,14,TRUE,https://www.airbnb.com/rooms/19082591?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=cabe1328-3890-4c37-b530-41d587f03249,https://a0.muscache.com/im/pictures/b08e04ff-a93b-4ec7-b698-c252611159dc.jpg?im_w=720
Mini Home Bookshop Studio S3 in Naujamiestis,Vilnius,Lithuania,Entire apartment,Vilnius,2,1,0,1.5 baths,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",37,4.7,37,TRUE,https://www.airbnb.com/rooms/37176893?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/c2421b11-a3bb-49f4-94c6-067224c67a14.jpg?im_w=720
Stylish And Modern Cathedral Square Studio #6,Vilnius,Lithuania,Entire apartment,Vilnius,2,Studio,1,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",47,4.72,29,TRUE,https://www.airbnb.com/rooms/32831157?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/miso/Hosting-32831157/original/55e8b84e-5f90-4216-8bb5-a14954ce80c7.jpeg?im_w=720
Mini Home in Vilnius Old Town S1,Vilnius,Lithuania,Entire apartment,Vilnius,2,1,1,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",37,4.81,69,TRUE,https://www.airbnb.com/rooms/21463930?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/53c11628-fdc0-4665-8286-98e31a32a907.jpg?im_w=720
A Cozy Studio Apartment in Old Town,Vilnius,Lithuania,Entire apartment,Vilnius,2,Studio,1,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",35,4.9,192,TRUE,https://www.airbnb.com/rooms/1860380?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/26728614/9339c732_original.jpg?im_w=720
Lukiškių Studio near Gediminas Ave,Vilnius,Lithuania,Entire apartment,Vilnius,3,Studio,2,1.5 baths,"['Kitchen', 'Wifi', 'Free parking']",35,4.9,52,TRUE,https://www.airbnb.com/rooms/15803605?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/c963c65c-bf73-4f6b-936c-1c6cd95b9c9f.jpg?im_w=720
Charming appartment for 2 + 1 near the park,Vilnius,Lithuania,Entire apartment,Vilnius,3,2,1,1 bath,"['Kitchen', 'Wifi', 'Free parking']",80,4.97,157,TRUE,https://www.airbnb.com/rooms/5830790?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/b3d64880-3c9b-4694-a423-2650f0920d04.jpg?im_w=720
Luxury apartment in Pilies street,Vilnius,Lithuania,Entire apartment,Vilnius,4,1,1,1 bath,"['Kitchen', 'Wifi', 'Free parking']",52,5,9,FALSE,https://www.airbnb.com/rooms/43809930?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/dae12688-27bb-4778-af27-0eb33de4ed44.jpg?im_w=720
Greta Luxury Studio,Vilnius,Lithuania,Entire apartment,Vilnius,2,1,1,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",41,4.91,96,TRUE,https://www.airbnb.com/rooms/16346953?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/bde5361a-1a87-421a-996c-72d780b7a285.jpg?im_w=720
City Center Vilnius two separate bedroom apartment,Vilnius,Lithuania,Entire apartment,Vilnius,6,2,3,1.5 baths,"['Kitchen', 'Wifi', 'Free parking']",62,5,14,TRUE,https://www.airbnb.com/rooms/41074009?adults=1&children=0&infants=0&check_in=2021-06-18&check_out=2021-06-20&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/50c8744d-f018-4b2c-baef-00352f1acd67.jpg?im_w=720
U rock 🤘 studio @city gate / Netflix&Parking,Vilnius,Lithuania,Entire apartment,Vilnius,2,Studio,1,1 bath,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",45,4.95,232,TRUE,https://www.airbnb.com/rooms/24614255?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/476e7975-a0ac-4528-a029-e16a71224ac9.jpg?im_w=720
House of Nobles with personal terrace in Užupis,Vilnius,Lithuania,Entire guest suite,Vilnius,5,1,2,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",68,5,15,TRUE,https://www.airbnb.com/rooms/46149441?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/66101cb2-c9e8-45e0-943b-c51382a1f817.jpg?im_w=720
City Entrance Apartments,Vilnius,Lithuania,Entire apartment,Vilnius,4,1,2,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",80,4.99,218,FALSE,https://www.airbnb.com/rooms/13117887?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/2980210f-c8b1-46a3-b3e1-2048fc2f2f0a.jpg?im_w=720
"Studio in Vilnius , walk to Old town",Vilnius,Lithuania,Entire apartment,Vilnius,2,Studio,2,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",41,4.98,89,TRUE,https://www.airbnb.com/rooms/26494273?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/pro_photo_tool/Hosting-26494273-unapproved/original/37da6dc8-90a6-4da0-b722-7028c7ce76ef.JPEG?im_w=720
Luxury for everyone - Hills Park Lux Apartments 1,Vilnius,Lithuania,Entire apartment,Vilnius,4,1,1,1 bath,"['Kitchen', 'Wifi']",79,4.73,11,TRUE,https://www.airbnb.com/rooms/30230303?adults=1&children=0&infants=0&check_in=2021-05-14&check_out=2021-05-16&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/27130a49-3b39-4fc2-a490-0e824704b35e.jpg?im_w=720
Bright Place in the heart of Vilnius,Vilnius,Lithuania,Entire apartment,Vilnius,6,2,3,1 bath,"['Kitchen', 'Wifi', 'Free parking']",52,4.86,52,TRUE,https://www.airbnb.com/rooms/26593523?adults=1&children=0&infants=0&check_in=2021-05-21&check_out=2021-05-23&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/5ffa8f21-0d7f-4785-a4b4-2b166ccd31c8.jpg?im_w=720
New Colourful 3bdr apt in oldtown w parking P364b,Vilnius,Lithuania,Entire apartment,Vilnius,8,3,4,1 bath,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",128,4.41,22,FALSE,https://www.airbnb.com/rooms/39936080?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/465b9470-dfd2-439a-8a62-e2b6a8f636c6.jpg?im_w=720
Heart old town apartment,Vilnius,Lithuania,Entire apartment,Vilnius,4,1,1,,"['Kitchen', 'Wifi']",53,4.75,4,FALSE,https://www.airbnb.com/rooms/41849298?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/49767cbf-80d0-4c15-9577-cf7100afa357.jpg?im_w=720
New modern 2bdr. City Hall apt. D1117B,Vilnius,Lithuania,Entire apartment,Vilnius,6,2,3,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",121,4.84,170,FALSE,https://www.airbnb.com/rooms/14745352?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/687d3c8a-1b86-4cf8-984e-bca1c2a1f5af.jpg?im_w=720
Brand New James Bond City Center,Vilnius,Lithuania,Entire apartment,Vilnius,4,1,2,1 bath,"['Kitchen', 'Wifi', 'Self check-in']",63,5,23,TRUE,https://www.airbnb.com/rooms/40730046?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/a83a9987-9368-40a0-9c41-c19706ce2be4.jpg?im_w=720
Sunny apartment in NewTown,Vilnius,Lithuania,Entire apartment,Vilnius,2,1,1,1 bath,"['Kitchen', 'Free parking']",27,,,FALSE,https://www.airbnb.com/rooms/49005260?adults=1&children=0&infants=0&check_in=2021-05-28&check_out=2021-05-30&previous_page_section_name=1000&federated_search_id=f4be11b4-ca17-43f4-97eb-b726e834b48f,https://a0.muscache.com/im/pictures/miso/Hosting-49005260/original/9d5cb45a-f574-44c6-ab69-9c302f31d522.jpeg?im_w=720
Stylish Apartment in the City Center,Vilnius,Lithuania,Entire apartment,Vilnius,2,Studio,1,1 bath,"['Kitchen', 'Wifi', 'Free parking']",65,,,FALSE,https://www.airbnb.com/rooms/48409090?adults=1&children=0&infants=0&check_in=2021-05-07&check_out=2021-05-09&previous_page_section_name=1000&federated_search_id=0d07cd02-21ca-4d39-929b-baf209077f05,https://a0.muscache.com/im/pictures/d65174ff-5198-4634-a38e-fd930f740c9a.jpg?im_w=720
Family apartment A 34 m2 with parking,Vilnius,Lithuania,Entire apartment,Vilnius,4,Studio,2,1 bath,"['Kitchen', 'Wifi', 'Free parking', 'Self check-in']",47,4.96,77,TRUE,https://www.airbnb.com/rooms/12595739?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=0d07cd02-21ca-4d39-929b-baf209077f05,https://a0.muscache.com/im/pictures/b8f34e52-4759-4bf2-baa8-00b828b93e0e.jpg?im_w=720
